Date,Open,High,Low,Close,Adj Close,Volume
2021-10-06,1702.0999755859375,1709.0,1670.0,1673.550048828125,1580.916748046875,4271698
2021-10-07,1687.0,1704.199951171875,1676.6500244140625,1691.0,1597.4007568359375,5476108
2021-10-08,1705.25,1731.5,1698.4000244140625,1723.8499755859375,1628.432373046875,4738376
2021-10-11,1682.0,1730.0,1663.699951171875,1690.949951171875,1597.353515625,8840633
2021-10-12,1677.0,1689.0,1662.0,1685.1500244140625,1591.8746337890625,7439300
2021-10-13,1695.949951171875,1713.6500244140625,1680.050048828125,1709.199951171875,1614.59326171875,7104171
2021-10-14,1754.0,1783.5999755859375,1698.199951171875,1715.75,1620.78076171875,19655776
2021-10-18,1740.0,1799.0,1740.0,1792.1500244140625,1692.9520263671875,13438109
2021-10-19,1814.0,1834.5,1782.300048828125,1822.1500244140625,1721.2913818359375,10324260
2021-10-20,1829.4000244140625,1848.0,1794.050048828125,1802.3499755859375,1702.58740234375,5876115
2021-10-21,1814.0,1814.0,1746.8499755859375,1753.6500244140625,1656.5828857421875,8779629
2021-10-22,1749.9000244140625,1763.199951171875,1707.0,1719.800048828125,1624.6065673828125,7369809
2021-10-25,1722.050048828125,1729.75,1687.199951171875,1707.550048828125,1613.03466796875,5905209
2021-10-26,1710.050048828125,1726.5999755859375,1695.9000244140625,1703.699951171875,1623.6607666015625,5871709
2021-10-27,1709.0999755859375,1734.1500244140625,1701.1500244140625,1728.949951171875,1647.724609375,5090259
2021-10-28,1719.3499755859375,1724.75,1692.050048828125,1703.9000244140625,1623.8514404296875,5329972
2021-10-29,1699.0,1712.5999755859375,1661.050048828125,1667.75,1589.3997802734375,5875091
2021-11-01,1677.5,1707.199951171875,1676.0,1700.050048828125,1620.182373046875,3636806
2021-11-02,1695.0,1706.449951171875,1686.3499755859375,1697.9000244140625,1618.1334228515625,3471772
2021-11-03,1709.0,1717.449951171875,1699.0,1702.5,1622.5172119140625,3530713
2021-11-04,1715.0,1717.0,1705.0,1708.699951171875,1628.4259033203125,483407
2021-11-08,1730.0,1741.0,1703.0,1737.5,1655.873046875,5245903
2021-11-09,1734.75,1750.0,1726.0,1742.5,1660.6380615234375,4016134
2021-11-10,1726.0,1750.949951171875,1721.949951171875,1740.1500244140625,1658.3984375,4780368
2021-11-11,1732.949951171875,1739.75,1709.0,1733.300048828125,1651.870361328125,4731349
2021-11-12,1743.0,1782.8499755859375,1738.050048828125,1780.199951171875,1696.56689453125,5069009
2021-11-15,1782.0999755859375,1800.0,1775.5,1787.1500244140625,1703.1904296875,4354074
2021-11-16,1790.0,1808.949951171875,1777.0,1792.300048828125,1708.0985107421875,6034233
2021-11-17,1792.550048828125,1802.0,1780.699951171875,1787.449951171875,1703.4761962890625,4732492
2021-11-18,1781.5999755859375,1789.449951171875,1759.0,1779.4000244140625,1695.8045654296875,4326924
2021-11-22,1784.0,1785.4000244140625,1751.1500244140625,1759.4000244140625,1676.7440185546875,6621839
2021-11-23,1735.0999755859375,1747.25,1710.0,1736.9000244140625,1655.3011474609375,8436160
2021-11-24,1740.0,1740.5,1688.0,1696.0,1616.322509765625,7333061
2021-11-25,1700.0,1726.199951171875,1696.949951171875,1722.4000244140625,1641.482421875,4476260
2021-11-26,1702.550048828125,1718.3499755859375,1684.0,1691.6500244140625,1612.177001953125,4494181
2021-11-29,1691.0,1712.0,1669.1500244140625,1696.3499755859375,1616.65625,3942776
2021-11-30,1704.550048828125,1729.9000244140625,1700.050048828125,1712.6500244140625,1632.1903076171875,14808963
2021-12-01,1715.0,1741.9000244140625,1713.0,1714.9000244140625,1634.334716796875,5193264
2021-12-02,1715.0,1750.5,1711.3499755859375,1748.25,1666.117919921875,5559574
2021-12-03,1771.0999755859375,1786.6500244140625,1732.550048828125,1735.550048828125,1654.0145263671875,6754012
2021-12-06,1730.0,1733.949951171875,1691.5,1695.300048828125,1615.6556396484375,3991449
2021-12-07,1701.0999755859375,1724.9000244140625,1694.0,1711.6500244140625,1631.2374267578125,4202122
2021-12-08,1733.0,1759.800048828125,1732.5999755859375,1753.3499755859375,1670.978271484375,3029169
2021-12-09,1759.0,1769.4000244140625,1742.0,1763.449951171875,1680.6036376953125,2082171
2021-12-10,1760.0,1763.75,1746.0,1759.25,1676.60107421875,1823469
2021-12-13,1767.050048828125,1771.3499755859375,1738.800048828125,1744.6500244140625,1662.68701171875,4040584
2021-12-14,1730.9000244140625,1763.0,1710.3499755859375,1752.1500244140625,1669.8345947265625,4768144
2021-12-15,1745.0,1747.949951171875,1721.199951171875,1734.199951171875,1652.7279052734375,3053149
2021-12-16,1762.6500244140625,1777.5999755859375,1758.0,1771.5999755859375,1688.3709716796875,4481031
2021-12-17,1820.0,1842.0,1806.75,1820.8499755859375,1735.30712890625,18887243
2021-12-20,1801.699951171875,1829.6500244140625,1787.300048828125,1798.9000244140625,1714.388427734375,5773891
2021-12-21,1801.0,1838.0,1801.0,1811.5999755859375,1726.49169921875,5353584
2021-12-22,1825.0,1829.1500244140625,1812.3499755859375,1824.699951171875,1738.9761962890625,4156428
2021-12-23,1831.25,1861.5999755859375,1827.0,1857.5999755859375,1770.3306884765625,4112933
2021-12-24,1872.949951171875,1875.75,1854.0,1863.5,1775.9534912109375,3780347
2021-12-27,1860.0,1874.5,1845.050048828125,1866.1500244140625,1778.47900390625,2647733
2021-12-28,1880.699951171875,1895.9000244140625,1878.4000244140625,1888.0,1799.302490234375,3340933
2021-12-29,1883.5,1893.800048828125,1876.4000244140625,1885.550048828125,1796.967529296875,3236635
